id,bank,close_price,high_price,history,low_price,open_price,volume
452,"Garanti BBVA",50,51.95,"Oct 12, 2023",48.94,51.4,36017420
453,"Garanti BBVA",48.6,49.94,"Oct 13, 2023",48.48,49.5,24585838
454,"Garanti BBVA",0,0,"Oct 14, 2023",0,0,0
455,"Garanti BBVA",0,0,"Oct 15, 2023",0,0,0
456,"Garanti BBVA",48.34,49.34,"Oct 16, 2023",47.76,49.2,24391127
457,"Garanti BBVA",49.42,49.54,"Oct 17, 2023",48.06,48.36,28793380
458,"Garanti BBVA",47.38,48.9,"Oct 18, 2023",47.26,48,25973892
459,"Garanti BBVA",46.24,47.98,"Oct 19, 2023",46.04,47.38,43956505
460,"Garanti BBVA",44.62,45.94,"Oct 20, 2023",44.16,45.7,28937551
461,"Garanti BBVA",0,0,"Oct 21, 2023",0,0,0
462,"Garanti BBVA",0,0,"Oct 22, 2023",0,0,0
463,"Garanti BBVA",46,46.04,"Oct 23, 2023",44.52,45.06,29792228
464,"Garanti BBVA",49.7,50.6,"Oct 24, 2023",46.06,46.5,51172575
465,"Garanti BBVA",45.5,50.2,"Oct 25, 2023",45.42,49.82,35806691
466,"Garanti BBVA",47.74,48.58,"Oct 26, 2023",45.44,46.22,65728529
467,"Garanti BBVA",49.12,49.88,"Oct 27, 2023",47.52,47.88,47721147
468,"Garanti BBVA",0,0,"Oct 28, 2023",0,0,0
469,"Garanti BBVA",0,0,"Oct 29, 2023",0,0,0
470,"Garanti BBVA",48.44,50.3,"Oct 30, 2023",47.88,49.02,34875994
471,"Garanti BBVA",47,49.32,"Oct 31, 2023",46.82,49,34643918
472,"Garanti BBVA",50.05,50.45,"Sep 19, 2023",49.02,49.66,43317515
473,"Garanti BBVA",51.5,52.95,"Sep 20, 2023",49.84,50.05,64818497
474,"Garanti BBVA",52,53.5,"Sep 21, 2023",50.4,51.5,104964637
475,"Garanti BBVA",50.8,52.3,"Sep 22, 2023",50.8,52,52605579
476,"Garanti BBVA",0,0,"Sep 23, 2023",0,0,0
477,"Garanti BBVA",0,0,"Sep 24, 2023",0,0,0
478,"Garanti BBVA",51.55,52.2,"Sep 25, 2023",50.8,50.95,56997929
479,"Garanti BBVA",51.45,52.9,"Sep 26, 2023",51.3,51.85,59341332
480,"Garanti BBVA",50.8,51.85,"Sep 27, 2023",50.65,51.6,42455913
481,"Garanti BBVA",51.1,51.6,"Sep 28, 2023",50.9,50.95,44031830
482,"Garanti BBVA",53.25,54.6,"Sep 29, 2023",51.4,51.4,75151115
483,Akbank,61.45,61.45,"Sep 2, 2024",58.65,58.7,65892355
484,Akbank,60.95,62,"Sep 3, 2024",60.25,61.45,39817678
485,Akbank,61.1,61.3,"Sep 4, 2024",60,60.1,52460289
486,Akbank,60.6,61.9,"Sep 5, 2024",59.75,61.65,73000159
487,Akbank,59.65,61.15,"Sep 6, 2024",59.6,60.65,47969697
488,Akbank,0,0,"Sep 7, 2024",0,0,0
489,Akbank,0,0,"Sep 8, 2024",0,0,0
490,Akbank,58.05,59.55,"Sep 9, 2024",57.85,59.2,41425629
491,Akbank,56.45,58.5,"Sep 10, 2024",55.7,58.35,83896955
492,Akbank,55.3,57.4,"Sep 11, 2024",55.3,56.15,75066706
493,Akbank,56.8,56.95,"Sep 12, 2024",54.5,56.05,65586230
494,Akbank,56.6,57.15,"Sep 13, 2024",55.5,56.7,60916326
495,Akbank,0,0,"Sep 14, 2024",0,0,0
496,Akbank,0,0,"Sep 15, 2024",0,0,0
497,Akbank,56.2,56.9,"Sep 16, 2024",55.25,56.6,56443913
498,Akbank,57.85,58.35,"Sep 17, 2024",56.25,56.45,63758565
499,Akbank,58.55,59.4,"Sep 18, 2024",57.65,57.8,50251166
500,Akbank,61.35,61.85,"Sep 19, 2024",59.3,59.4,69509928
501,Akbank,63.2,64.85,"Aug 1, 2024",62.85,62.9,60901951
502,Akbank,60.2,62.35,"Aug 2, 2024",59.7,62,51224390
503,Akbank,0,0,"Aug 3, 2024",0,0,0
504,Akbank,0,0,"Aug 4, 2024",0,0,0
505,Akbank,56.9,58.45,"Aug 5, 2024",54.65,56,78640333
506,Akbank,55.65,58.95,"Aug 6, 2024",55.65,58.6,66017767
507,Akbank,55.7,57,"Aug 7, 2024",54.95,56.3,53241220
508,Akbank,55.85,56.65,"Aug 8, 2024",55.3,55.6,54436167
509,Akbank,52.95,57,"Aug 9, 2024",52.85,56.4,69362597
510,Akbank,0,0,"Aug 10, 2024",0,0,0
511,Akbank,0,0,"Aug 11, 2024",0,0,0
512,Akbank,54.2,54.9,"Aug 12, 2024",53.05,53.4,53996642
513,Akbank,55.75,55.75,"Aug 13, 2024",53.5,54.25,42431039
514,Akbank,56.2,56.9,"Aug 14, 2024",55.45,56,43279756
515,Akbank,58.35,58.6,"Aug 15, 2024",56.25,57,59873682
516,Akbank,56.85,58.95,"Aug 16, 2024",56.8,58.55,38230994
517,Akbank,0,0,"Aug 17, 2024",0,0,0
518,Akbank,0,0,"Aug 18, 2024",0,0,0
519,Akbank,60.25,60.4,"Aug 19, 2024",56.5,57.1,62201951
520,Akbank,59.9,60.85,"Aug 20, 2024",59.15,59.95,53769284
521,Akbank,59.15,60.65,"Aug 21, 2024",59.1,59.8,44932974
522,Akbank,59.55,61.3,"Aug 22, 2024",58.6,59.55,77072601
523,Akbank,58.1,59.9,"Aug 23, 2024",57.35,59.5,45431014
524,Akbank,0,0,"Aug 24, 2024",0,0,0
525,Akbank,0,0,"Aug 25, 2024",0,0,0
526,Akbank,58.5,59.65,"Aug 26, 2024",57.85,58.65,52432516
527,Akbank,59.1,59.4,"Aug 27, 2024",57.7,58.55,50349618
528,Akbank,58.7,59.35,"Aug 28, 2024",58.1,59.15,44035968
529,Akbank,58.3,59.4,"Aug 29, 2024",57.55,58.55,59991782
530,Akbank,61.95,64.8,"Jul 1, 2024",60.85,64.7,60193096
531,Akbank,62.7,62.7,"Jul 2, 2024",61.2,62.25,53669684
532,Akbank,66.25,66.3,"Jul 3, 2024",62.7,63.05,83985701
533,Akbank,67.25,68.3,"Jul 4, 2024",65.6,66.2,63807973
534,Akbank,66.75,68.1,"Jul 5, 2024",65.95,67.45,40181508
535,Akbank,0,0,"Jul 6, 2024",0,0,0
536,Akbank,0,0,"Jul 7, 2024",0,0,0
537,Akbank,67.7,68.5,"Jul 8, 2024",66.6,67.05,48655310
538,Akbank,64.6,67.9,"Jul 9, 2024",64.5,67.85,52290314
539,Akbank,64,64.9,"Jul 10, 2024",62.55,64.7,68851483
540,Akbank,66.7,67.35,"Jul 11, 2024",64.6,65,72253346
541,Akbank,66.7,67.9,"Jul 12, 2024",66.1,66.7,61965944
542,Akbank,0,0,"Jul 13, 2024",0,0,0
543,Akbank,0,0,"Jul 14, 2024",0,0,0
544,Akbank,0,0,"Jul 15, 2024",0,0,0
545,Akbank,68.3,69.2,"Jul 16, 2024",66.75,67.15,68267334
546,Akbank,67.85,68.5,"Jul 17, 2024",66.3,68.4,71919040
547,Akbank,68.2,69.15,"Jul 18, 2024",67.3,68.3,68522741
548,Akbank,68.75,69.65,"Jul 19, 2024",67.55,68,64526495
549,Akbank,0,0,"Jul 20, 2024",0,0,0
550,Akbank,0,0,"Jul 21, 2024",0,0,0
551,Akbank,69.3,70.55,"Jul 22, 2024",67.75,68.9,60858236
552,Akbank,69.3,70.6,"Jul 23, 2024",66.7,69.3,79986526
553,Akbank,67.5,69.3,"Jul 24, 2024",67.5,69.2,46627121
554,Akbank,65.55,68.15,"Jul 25, 2024",65.05,67.45,57750429
555,Akbank,65.65,66.5,"Jul 26, 2024",64.95,65.75,50467104
556,Akbank,0,0,"Jul 27, 2024",0,0,0
557,Akbank,0,0,"Jul 28, 2024",0,0,0
558,Akbank,64.65,66.7,"Jul 29, 2024",64.5,64.7,48235005
559,Akbank,62.75,65,"Jul 30, 2024",62.5,64.5,58543749
560,Akbank,61.9,63.55,"Jul 31, 2024",61.45,62.7,66376579
561,Akbank,66.8,67.4,"Jun 3, 2024",64.6,66.45,64050347
562,Akbank,63.5,67.4,"Jun 4, 2024",63.5,66.8,57120992
563,Akbank,62.35,65.05,"Jun 5, 2024",62.1,64.05,79136641
564,Akbank,61.15,62.95,"Jun 6, 2024",60.8,62.65,58237476
565,Akbank,59.3,61.45,"Jun 7, 2024",59.15,61.35,56386822
566,Akbank,0,0,"Jun 8, 2024",0,0,0
567,Akbank,0,0,"Jun 9, 2024",0,0,0
568,Akbank,59.45,60.35,"Jun 10, 2024",58.2,59,61061868
569,Akbank,60.6,61.6,"Jun 11, 2024",59.2,59.4,83153037
570,Akbank,62.2,62.9,"Jun 12, 2024",60.2,60.65,56287276
571,Akbank,61.5,64,"Jun 13, 2024",61.5,63.05,73408060
572,Akbank,61.1,63.1,"Jun 14, 2024",60.7,62.7,77088933
573,Akbank,0,0,"Jun 15, 2024",0,0,0
574,Akbank,0,0,"Jun 16, 2024",0,0,0
575,Akbank,0,0,"Jun 17, 2024",0,0,0
576,Akbank,0,0,"Jun 18, 2024",0,0,0
577,Akbank,0,0,"Jun 19, 2024",0,0,0
578,Akbank,63.8,63.8,"Jun 20, 2024",61.55,61.95,73779357
579,Akbank,66,66.6,"Jun 21, 2024",63.35,63.75,78091355
580,Akbank,0,0,"Jun 22, 2024",0,0,0
581,Akbank,0,0,"Jun 23, 2024",0,0,0
582,Akbank,67.15,67.15,"Jun 24, 2024",65.2,65.9,48584363
583,Akbank,65.2,68.05,"Jun 25, 2024",65.2,67.3,72232460
584,Akbank,64.8,65.5,"Jun 26, 2024",64.3,65.15,44844351
585,Akbank,66.85,67.35,"Jun 27, 2024",65.15,65.15,67130054
586,Akbank,64.05,68.15,"Jun 28, 2024",63.95,67.3,93609366
587,Akbank,66.8,67.4,"Jun 3, 2024",64.6,66.45,64050347
588,Akbank,63.5,67.4,"Jun 4, 2024",63.5,66.8,57120992
589,Akbank,62.35,65.05,"Jun 5, 2024",62.1,64.05,79136641
590,Akbank,61.15,62.95,"Jun 6, 2024",60.8,62.65,58237476
591,Akbank,59.3,61.45,"Jun 7, 2024",59.15,61.35,56386822
592,Akbank,0,0,"Jun 8, 2024",0,0,0
593,Akbank,0,0,"Jun 9, 2024",0,0,0
594,Akbank,59.45,60.35,"Jun 10, 2024",58.2,59,61061868
595,Akbank,60.6,61.6,"Jun 11, 2024",59.2,59.4,83153037
596,Akbank,62.2,62.9,"Jun 12, 2024",60.2,60.65,56287276
597,Akbank,61.5,64,"Jun 13, 2024",61.5,63.05,73408060
598,Akbank,61.1,63.1,"Jun 14, 2024",60.7,62.7,77088933
599,Akbank,0,0,"Jun 15, 2024",0,0,0
600,Akbank,0,0,"Jun 16, 2024",0,0,0
601,Akbank,0,0,"Jun 17, 2024",0,0,0
602,Akbank,0,0,"Jun 18, 2024",0,0,0
603,Akbank,0,0,"Jun 19, 2024",0,0,0
604,Akbank,63.8,63.8,"Jun 20, 2024",61.55,61.95,73779357
605,Akbank,66,66.6,"Jun 21, 2024",63.35,63.75,78091355
606,Akbank,0,0,"Jun 22, 2024",0,0,0
607,Akbank,0,0,"Jun 23, 2024",0,0,0
608,Akbank,67.15,67.15,"Jun 24, 2024",65.2,65.9,48584363
609,Akbank,65.2,68.05,"Jun 25, 2024",65.2,67.3,72232460
610,Akbank,64.8,65.5,"Jun 26, 2024",64.3,65.15,44844351
611,Akbank,66.85,67.35,"Jun 27, 2024",65.15,65.15,67130054
612,Akbank,64.05,68.15,"Jun 28, 2024",63.95,67.3,93609366
613,Akbank,58.15,60.4,"May 2, 2024",58.05,60,72988852
614,Akbank,60.05,60.1,"May 3, 2024",57.85,58.55,79154559
615,Akbank,0,0,"May 4, 2024",0,0,0
616,Akbank,0,0,"May 5, 2024",0,0,0
617,Akbank,60.25,60.65,"May 6, 2024",59.2,60,42522188
618,Akbank,61.6,62.45,"May 7, 2024",59.8,60.25,90335355
619,Akbank,60,62.3,"May 8, 2024",59,61.6,93629377
620,Akbank,59.4,60.75,"May 9, 2024",59.4,60.5,73846599
621,Akbank,57.8,59.9,"May 10, 2024",57.8,59.75,82417543
622,Akbank,0,0,"May 11, 2024",0,0,0
623,Akbank,0,0,"May 12, 2024",0,0,0
624,Akbank,56,58.25,"May 13, 2024",55.85,58.15,97974456
625,Akbank,57.5,57.95,"May 14, 2024",56.35,57.55,109276197
626,Akbank,57.2,58.7,"May 15, 2024",56,57.3,84317874
627,Akbank,59.15,59.15,"May 16, 2024",56.8,57.3,90178002
628,Akbank,62.9,63.05,"May 17, 2024",59,59.35,109988406
629,Akbank,0,0,"May 18, 2024",0,0,0
630,Akbank,0,0,"May 19, 2024",0,0,0
631,Akbank,64.5,65.25,"May 20, 2024",62.4,62.9,78966570
632,Akbank,67.35,70.75,"May 21, 2024",64.45,64.6,237249387
633,Akbank,66.25,68.5,"May 22, 2024",64.15,67.2,128164280
634,Akbank,66.55,68.9,"May 23, 2024",66.1,66.25,88163245
635,Akbank,66.5,67.8,"May 24, 2024",65.8,66.55,57836631
636,Akbank,0,0,"May 25, 2024",0,0,0
637,Akbank,0,0,"May 26, 2024",0,0,0
638,Akbank,68,68,"May 27, 2024",65.4,66.7,48715024
639,Akbank,69.8,69.9,"May 28, 2024",67.35,68,60706165
640,Akbank,66,69.8,"May 29, 2024",66,69.8,59905929
641,Akbank,65.7,67.35,"May 30, 2024",64.8,66.4,72102523
642,Akbank,66.4,68.8,"May 31, 2024",63.8,65.8,125307179
643,Akbank,47.8,48.76,"Apr 1, 2024",45.8,47.22,82619229
644,Akbank,49.3,49.82,"Apr 2, 2024",47.54,47.98,116052968
645,Akbank,49.24,49.82,"Apr 3, 2024",48.24,49.3,65659675
646,Akbank,52.4,52.55,"Apr 4, 2024",48.86,49.3,95493303
647,Akbank,55.65,55.75,"Apr 5, 2024",52.15,54,83579094
648,Akbank,0,0,"Apr 6, 2024",0,0,0
649,Akbank,0,0,"Apr 7, 2024",0,0,0
650,Akbank,55.5,56.55,"Apr 8, 2024",55,55.8,57245712
651,Akbank,0,0,"Apr 9, 2024",0,0,0
652,Akbank,0,0,"Apr 10, 2024",0,0,0
653,Akbank,0,0,"Apr 11, 2024",0,0,0
654,Akbank,0,0,"Apr 12, 2024",0,0,0
655,Akbank,0,0,"Apr 13, 2024",0,0,0
656,Akbank,0,0,"Apr 14, 2024",0,0,0
657,Akbank,58.4,59.3,"Apr 15, 2024",56.55,56.65,76419250
658,Akbank,55.85,58.85,"Apr 16, 2024",55.5,58.4,71099679
659,Akbank,56.05,58.65,"Apr 17, 2024",56.05,56.5,83747735
660,Akbank,58.55,58.9,"Apr 18, 2024",56.45,56.55,68368051
661,Akbank,62.5,62.55,"Apr 19, 2024",57,58.2,75560278
662,Akbank,0,0,"Apr 20, 2024",0,0,0
663,Akbank,0,0,"Apr 21, 2024",0,0,0
664,Akbank,59.85,63.3,"Apr 22, 2024",59.8,62.95,76153685
665,Akbank,0,0,"Apr 23, 2024",0,0,0
666,Akbank,60.3,61.15,"Apr 24, 2024",60.05,60.25,81096038
667,Akbank,57.45,60.85,"Apr 25, 2024",57.45,60.45,81800041
668,Akbank,59.05,59.95,"Apr 26, 2024",57.7,57.8,82044128
669,Akbank,0,0,"Apr 27, 2024",0,0,0
670,Akbank,0,0,"Apr 28, 2024",0,0,0
671,Akbank,60.35,60.4,"Apr 29, 2024",59.1,59.55,62512628
672,Akbank,59.45,61.35,"Apr 30, 2024",59.45,60.3,73215496
673,Akbank,40.3,41.68,"Mar 1, 2024",40.14,41.58,56995283
674,Akbank,0,0,"Mar 2, 2024",0,0,0
675,Akbank,0,0,"Mar 3, 2024",0,0,0
676,Akbank,39.02,40.76,"Mar 4, 2024",39.02,40.42,54636962
677,Akbank,39.38,40.12,"Mar 5, 2024",38.76,39.12,62977964
678,Akbank,38.7,39.58,"Mar 6, 2024",38,39.26,68429866
679,Akbank,40.96,41.04,"Mar 7, 2024",38.9,38.92,68053257
680,Akbank,41.84,42.14,"Mar 8, 2024",40.66,41.04,91797736
681,Akbank,0,0,"Mar 9, 2024",0,0,0
682,Akbank,0,0,"Mar 10, 2024",0,0,0
683,Akbank,42.8,44.4,"Mar 11, 2024",42.68,44.4,111987258
684,Akbank,43.78,44.58,"Mar 12, 2024",42.64,42.78,80572409
685,Akbank,41.8,43.94,"Mar 13, 2024",41.32,43.92,90998988
686,Akbank,40.56,42.14,"Mar 14, 2024",40.34,41.92,60599320
687,Akbank,39.72,40.84,"Mar 15, 2024",39.72,40.6,48651930
688,Akbank,0,0,"Mar 16, 2024",0,0,0
689,Akbank,0,0,"Mar 17, 2024",0,0,0
690,Akbank,40.14,40.68,"Mar 18, 2024",39.78,39.86,50299825
691,Akbank,42.32,42.54,"Mar 19, 2024",40.1,40.14,68129871
692,Akbank,42.64,43.44,"Mar 20, 2024",41.88,42.2,83857926
693,Akbank,45.04,46.1,"Mar 21, 2024",42.74,43.02,197399494
694,Akbank,45.82,46.38,"Mar 22, 2024",45.02,45.22,88011898
695,Akbank,0,0,"Mar 23, 2024",0,0,0
696,Akbank,0,0,"Mar 24, 2024",0,0,0
697,Akbank,46,48.58,"Mar 25, 2024",45.12,45.82,131880682
698,Akbank,44.28,45.28,"Mar 26, 2024",43.7,44.3,113101313
699,Akbank,44.4,45.16,"Mar 27, 2024",43.84,44.5,68362428
700,Akbank,46.78,47.36,"Mar 28, 2024",44.62,44.68,82871023
701,Akbank,46.78,47.7,"Mar 29, 2024",46.22,47,64583949
702,Akbank,40.08,40.62,"Feb 1, 2024",39.62,39.66,98906685
703,Akbank,39.26,40.48,"Feb 2, 2024",39.04,40.02,115940161
704,Akbank,0,0,"Feb 3, 2024",0,0,0
705,Akbank,0,0,"Feb 4, 2024",0,0,0
706,Akbank,40.22,40.48,"Feb 5, 2024",39.72,40.02,106046445
707,Akbank,41.04,41.12,"Feb 6, 2024",40.16,40.42,108159145
708,Akbank,40.44,41.62,"Feb 7, 2024",40.32,41.2,79274041
709,Akbank,40.38,40.86,"Feb 8, 2024",40.3,40.5,50325890
710,Akbank,40.26,40.7,"Feb 9, 2024",39.82,40.46,75056048
711,Akbank,0,0,"Feb 10, 2024",0,0,0
712,Akbank,0,0,"Feb 11, 2024",0,0,0
713,Akbank,41.16,41.2,"Feb 12, 2024",40.34,40.9,89795098
714,Akbank,40.52,41.9,"Feb 13, 2024",40.5,41.46,116086386
715,Akbank,41,41.08,"Feb 14, 2024",40,40.6,73043847
716,Akbank,41.86,42.56,"Feb 15, 2024",40.96,41.2,92683548
717,Akbank,41.48,42.12,"Feb 16, 2024",41.34,42.02,67801461
718,Akbank,0,0,"Feb 17, 2024",0,0,0
719,Akbank,0,0,"Feb 18, 2024",0,0,0
720,Akbank,41.54,43.36,"Feb 19, 2024",41.42,41.76,125687225
721,Akbank,43.1,43.58,"Feb 20, 2024",41.72,41.76,134595715
722,Akbank,43.5,44.5,"Feb 21, 2024",42.88,43.22,125634447
723,Akbank,42.34,44.36,"Feb 22, 2024",41.82,43.8,134406613
724,Akbank,42.9,43.08,"Feb 23, 2024",41.9,42.34,89110168
725,Akbank,0,0,"Feb 24, 2024",0,0,0
726,Akbank,0,0,"Feb 25, 2024",0,0,0
727,Akbank,41.66,43.02,"Feb 26, 2024",41.52,42.94,75850862
728,Akbank,41.6,42.4,"Feb 27, 2024",41.4,41.84,94955982
729,Akbank,40.46,41.66,"Feb 28, 2024",40.3,41.6,65362068
730,Akbank,41.58,41.74,"Feb 29, 2024",40.52,40.6,84001060
731,Akbank,36.54,37.28,"Jan 2, 2024",36.22,36.9,79522318
732,Akbank,35.34,36.76,"Jan 3, 2024",35.26,36.54,72162968
733,Akbank,36.3,36.48,"Jan 4, 2024",34.86,35.4,81318741
734,Akbank,36.78,36.88,"Jan 5, 2024",35.86,36.38,71031470
735,Akbank,0,0,"Jan 6, 2024",0,0,0
736,Akbank,0,0,"Jan 7, 2024",0,0,0
737,Akbank,40.44,40.44,"Jan 8, 2024",37.38,37.4,157542084
738,Akbank,39.84,41.82,"Jan 9, 2024",39.42,40.68,154543709
739,Akbank,40.74,41,"Jan 10, 2024",39.64,39.84,106339128
740,Akbank,41.12,41.56,"Jan 11, 2024",40.52,40.98,140335176
741,Akbank,43.26,44.26,"Jan 12, 2024",40.16,40.74,224445913
742,Akbank,0,0,"Jan 13, 2024",0,0,0
743,Akbank,0,0,"Jan 14, 2024",0,0,0
744,Akbank,43.18,43.5,"Jan 15, 2024",42.56,43.18,131860495
745,Akbank,41.8,43.6,"Jan 16, 2024",41.32,43.18,96953620
746,Akbank,42,42.28,"Jan 17, 2024",41.62,41.74,79328967
747,Akbank,41.02,43.3,"Jan 18, 2024",41.02,43,86320667
748,Akbank,40.92,41.44,"Jan 19, 2024",40.26,41.22,90860380
749,Akbank,0,0,"Jan 20, 2024",0,0,0
750,Akbank,0,0,"Jan 21, 2024",0,0,0
751,Akbank,40.06,40.6,"Jan 22, 2024",39.78,40.56,82754095
752,Akbank,38.16,40.84,"Jan 23, 2024",37.8,40.56,134993560
753,Akbank,40.4,40.88,"Jan 24, 2024",38.02,38.4,126878011
754,Akbank,40.34,41.4,"Jan 25, 2024",39.8,40.62,112890666
755,Akbank,40.32,40.74,"Jan 26, 2024",39.92,40.44,95380217
756,Akbank,0,0,"Jan 27, 2024",0,0,0
757,Akbank,0,0,"Jan 28, 2024",0,0,0
758,Akbank,39.66,40.54,"Jan 29, 2024",39.48,40.44,70494073
759,Akbank,39.66,40.18,"Jan 30, 2024",39.5,39.86,77863803
760,Akbank,39.54,40.18,"Jan 31, 2024",39.26,39.74,85127823
761,Akbank,34.86,35.36,"Dec 1, 2023",34.44,34.68,103259731
762,Akbank,0,0,"Dec 2, 2023",0,0,0
763,Akbank,0,0,"Dec 3, 2023",0,0,0
764,Akbank,36.22,36.24,"Dec 4, 2023",34.6,35.02,91585452
765,Akbank,36.56,36.6,"Dec 5, 2023",35.88,36.12,90056364
766,Akbank,36.5,37.96,"Dec 6, 2023",36.42,36.5,127874886
767,Akbank,35.88,36.48,"Dec 7, 2023",34.68,36.36,89041192
768,Akbank,34.96,36.06,"Dec 8, 2023",34.62,35.96,76565251
769,Akbank,0,0,"Dec 9, 2023",0,0,0
770,Akbank,0,0,"Dec 10, 2023",0,0,0
771,Akbank,34.9,35.44,"Dec 11, 2023",34.44,34.98,89978519
772,Akbank,37.24,37.58,"Dec 12, 2023",34.7,34.9,170723368
773,Akbank,36.78,38.6,"Dec 13, 2023",36.7,37.12,161077643
774,Akbank,38.34,38.98,"Dec 14, 2023",37.04,37.4,150445210
775,Akbank,39.1,39.94,"Dec 15, 2023",38.26,38.38,111997233
776,Akbank,0,0,"Dec 16, 2023",0,0,0
777,Akbank,0,0,"Dec 17, 2023",0,0,0
778,Akbank,39.4,39.74,"Dec 18, 2023",38.52,38.52,96768505
779,Akbank,38.88,39.5,"Dec 19, 2023",37.9,39.38,99601214
780,Akbank,39.94,40,"Dec 20, 2023",38.76,38.88,95516726
781,Akbank,39.1,40.72,"Dec 21, 2023",39.02,39.94,129392092
782,Akbank,39.16,39.78,"Dec 22, 2023",38.96,39.16,92069386
783,Akbank,0,0,"Dec 23, 2023",0,0,0
784,Akbank,0,0,"Dec 24, 2023",0,0,0
785,Akbank,38.04,39.02,"Dec 25, 2023",37.08,39.02,51310128
786,Akbank,37.68,38.5,"Dec 26, 2023",36.96,38.38,84349028
787,Akbank,35.88,37.68,"Dec 27, 2023",35.82,37.6,117038330
788,Akbank,36.04,36.5,"Dec 28, 2023",35.98,36,84474308
789,Akbank,36.52,36.86,"Dec 29, 2023",36.06,36.08,86945109
790,Akbank,29.66,29.94,"Nov 1, 2023",28.22,29.7,76396792
791,Akbank,30.02,30.36,"Nov 2, 2023",29.4,29.78,71274321
792,Akbank,30,30.18,"Nov 3, 2023",29.5,30.1,69920777
793,Akbank,0,0,"Nov 4, 2023",0,0,0
794,Akbank,0,0,"Nov 5, 2023",0,0,0
795,Akbank,30.56,30.82,"Nov 6, 2023",30.3,30.42,61670311
796,Akbank,30.24,30.6,"Nov 7, 2023",29.98,30.5,43948310
797,Akbank,29.8,30.62,"Nov 8, 2023",29.5,30.5,57965690
798,Akbank,29.36,29.94,"Nov 9, 2023",29.22,29.56,89006270
799,Akbank,28.98,29.66,"Nov 10, 2023",28.94,29.38,63145074
800,Akbank,0,0,"Nov 11, 2023",0,0,0
801,Akbank,0,0,"Nov 12, 2023",0,0,0
802,Akbank,28,29,"Nov 13, 2023",27.94,28.92,51651875
803,Akbank,28.56,28.62,"Nov 14, 2023",27.52,28.08,78797982
804,Akbank,28.6,29.14,"Nov 15, 2023",28.28,28.66,69086402
805,Akbank,29.98,30.02,"Nov 16, 2023",28.64,28.66,71393794
806,Akbank,30.08,30.38,"Nov 17, 2023",29.68,29.88,62257814
807,Akbank,0,0,"Nov 18, 2023",0,0,0
808,Akbank,0,0,"Nov 19, 2023",0,0,0
809,Akbank,30.44,30.74,"Nov 20, 2023",30.04,30.52,63548276
810,Akbank,30.94,31.2,"Nov 21, 2023",30.36,30.68,74887016
811,Akbank,30.88,31.14,"Nov 22, 2023",30.32,30.9,86465262
812,Akbank,31.46,32.4,"Nov 23, 2023",30.88,30.98,158470522
813,Akbank,31.86,32.3,"Nov 24, 2023",30.84,31.44,101221429
814,Akbank,0,0,"Nov 25, 2023",0,0,0
815,Akbank,0,0,"Nov 26, 2023",0,0,0
816,Akbank,34.3,34.34,"Nov 27, 2023",32.72,32.9,138309694
